"age","years_study","major","level","work_status","gpa","credits_per_term","withdrawal_count","failed_courses","scholarship_status","family_income","monthly_expense","payment_status","absence_count","activity_participation","library_usage","distance_from_home","accommodation_type","commute_hours","academic_risk"
21,2,"Liberal Arts","Undergraduate","Not Working",3.19,13,0,0,"None",NA,12128,"Delayed",2,2,5,118,"Dormitory",0.9,"Low Risk"
20,4,"Engineering","Undergraduate","Not Working",1.83,12,0,0,"None",NA,12980,NA,7,2,5,87,"Apartment",1.1,"Medium Risk"
19,1,"Science","Undergraduate","Not Working",3.68,21,0,0,"None",41374,11895,"Current",0,0,7,186,"Apartment",0.7,"Low Risk"
20,4,"Science","Graduate",NA,0.9,7,0,1,"None",49855,11355,"Current",16,3,NA,250,"Apartment",1,"High Risk"
21,1,"Business","Undergraduate","Not Working",2.83,14,0,0,"None",45567,12550,"Current",0,3,6,30,"Home",1.2,"Low Risk"
19,2,"Medicine","Undergraduate","Not Working",4,13,0,0,"None",155405,13586,"Current",0,4,10,344,"Dormitory",0.2,"Low Risk"
19,1,"Liberal Arts","Undergraduate","Not Working",2.35,18,0,0,"None",56653,9526,"Current",8,3,6,800,"Dormitory",0.8,"Low Risk"
18,2,"Engineering","Undergraduate","Not Working",2.15,14,2,0,"None",10995,9178,"Delayed",13,3,4,264,"Dormitory",0.7,"Medium Risk"
22,3,"Liberal Arts","Undergraduate","Not Working",2.71,13,0,0,"None",46160,9376,NA,7,4,NA,153,"Apartment",1.4,"Low Risk"
19,3,"Liberal Arts","Undergraduate","Not Working",2.59,13,0,0,"Partial",3256,7317,"Delayed",9,2,6,18,"Home",0.7,"Low Risk"
22,2,"Science","Undergraduate","Not Working",1.67,16,0,0,"None",12994,12336,"Delayed",10,0,NA,6,"Home",0.5,"Medium Risk"
23,2,"Engineering","Undergraduate","Not Working",2.01,19,0,0,"None",27871,9098,NA,2,3,5,13,"Home",0.5,"Low Risk"
18,5,"Science","Undergraduate",NA,2.27,21,0,0,"Full",8671,10940,NA,4,1,7,328,"Dormitory",0.4,"Low Risk"
20,2,"Liberal Arts","Graduate","Not Working",2.66,6,0,0,"Partial",24712,10658,"Current",4,3,4,95,"Apartment",0.8,"Low Risk"
18,2,"Science","Undergraduate","Not Working",2.88,20,0,0,"None",20048,14819,"Delayed",1,1,8,9,"Home",0.5,"Low Risk"
19,4,"Liberal Arts","Graduate","Working",2.6,15,3,0,"None",13222,9234,"Current",7,1,7,12,"Home",0.5,"Low Risk"
23,4,"Liberal Arts","Undergraduate","Not Working",1.02,21,1,1,"None",81758,9760,"Current",9,3,3,166,"Dormitory",0.6,"Medium Risk"
19,1,"Business","Undergraduate","Not Working",2.2,12,0,0,"None",6854,8260,"Delayed",6,2,5,34,"Home",1.4,"Medium Risk"
18,6,"Business","Undergraduate","Not Working",1.43,16,2,0,"None",56361,9484,"Current",15,1,4,40,"Home",1.6,"Medium Risk"
22,1,"Business","Undergraduate","Not Working",2.61,16,0,0,"None",61697,10793,"Current",0,4,3,5,"Home",0.5,"Low Risk"
21,2,"Medicine","Graduate","Not Working",2.21,7,1,0,"None",90526,16752,"Current",8,1,4,96,"Home",3.8,"Medium Risk"
20,2,"Liberal Arts","Graduate","Not Working",3.11,6,0,0,"Partial",6930,8648,"Current",1,3,5,61,"Home",2.4,"Low Risk"
18,3,"Business","Undergraduate","Working",2.73,11,0,0,"None",36150,11429,"Current",9,1,6,800,"Apartment",0.4,"Low Risk"
20,3,"Business","Undergraduate","Working",3.01,11,0,0,"None",24016,9657,"Delayed",6,1,NA,12,"Home",0.5,"Low Risk"
21,4,"Science","Undergraduate","Not Working",1.86,20,1,2,"None",NA,16946,NA,7,2,5,127,"Dormitory",0.5,"Medium Risk"
20,1,"Liberal Arts","Undergraduate",NA,2.55,21,2,0,"Partial",NA,9515,"Current",2,1,7,125,"Dormitory",1.1,"Low Risk"
18,3,"Business","Undergraduate","Not Working",3.59,13,0,0,"Full",122509,8952,"Current",0,4,NA,63,"Home",2.5,"Low Risk"
25,1,"Liberal Arts","Undergraduate","Not Working",2.26,17,1,0,"Full",13002,8140,"Current",2,3,2,14,"Home",0.6,"Low Risk"
25,3,"Business","Undergraduate","Not Working",2.71,12,0,0,"None",73364,8941,"Current",0,2,7,5,"Home",0.5,"Low Risk"
20,3,"Engineering","Graduate","Not Working",2.98,6,0,0,"None",94600,15446,"Current",2,2,NA,46,"Apartment",0.6,"Low Risk"
19,1,"Business","Undergraduate","Not Working",2.58,21,0,0,"Partial",5573,9572,"Delayed",7,2,7,39,"Home",1.6,"Low Risk"
19,2,"Liberal Arts","Undergraduate","Not Working",2.78,17,0,0,"None",NA,17301,"Current",0,2,4,18,"Home",0.7,"Low Risk"
22,2,"Liberal Arts","Undergraduate","Not Working",2.67,13,0,1,"Partial",16824,10567,"Current",4,4,3,8,"Home",0.5,"Low Risk"
18,3,"Business","Undergraduate","Working",2.14,10,2,1,"None",23638,10063,"Delayed",9,0,4,265,"Dormitory",0.8,"Medium Risk"
18,2,"Liberal Arts","Undergraduate",NA,3.53,17,1,0,"Partial",66450,11167,NA,0,4,8,27,"Home",1.1,"Low Risk"
20,1,"Business","Graduate","Not Working",2.35,11,0,1,"None",50656,10696,"Current",3,3,7,800,"Apartment",0.4,"Low Risk"
25,2,"Medicine","Undergraduate","Working",3.26,15,2,0,"None",NA,12780,NA,8,2,6,36,"Home",1.4,"Low Risk"
18,4,"Business","Undergraduate","Not Working",2.34,19,0,1,"Partial",59825,11053,"Current",15,0,3,100,"Home",4,"Medium Risk"
24,4,"Engineering","Undergraduate","Not Working",3.03,12,0,0,"None",34862,12705,"Current",0,4,NA,7,"Home",0.5,"Low Risk"
21,3,"Engineering","Graduate","Not Working",3.67,10,0,0,"None",71030,11449,"Current",0,4,9,269,"Apartment",1.2,"Low Risk"
18,4,"Liberal Arts","Undergraduate","Not Working",2.05,17,2,0,"None",42750,10940,"Current",1,2,4,51,"Apartment",0.8,"Low Risk"
24,2,"Medicine","Undergraduate","Not Working",2.44,12,0,0,"None",18611,13001,"Delayed",6,2,NA,800,"Dormitory",0.6,"Low Risk"
21,4,"Liberal Arts","Undergraduate","Not Working",2.27,17,2,0,"Partial",47620,12427,"Current",9,1,4,5,"Home",0.5,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",0.8,16,1,1,"None",72761,7833,NA,17,1,4,92,"Home",3.7,"High Risk"
21,3,"Business","Undergraduate",NA,2.53,16,1,0,"Partial",67979,8527,"Current",1,4,5,9,"Home",0.5,"Low Risk"
24,1,"Science","Undergraduate","Working",1.49,14,0,0,"None",14246,12841,"Delayed",18,1,5,19,"Home",0.8,"Medium Risk"
22,2,"Engineering","Undergraduate",NA,2.55,16,0,0,"None",118180,11997,"Current",5,1,NA,14,"Home",0.6,"Low Risk"
18,3,"Business","Undergraduate","Not Working",2.52,17,0,0,"None",102151,11583,"Current",0,3,4,24,"Home",1,"Low Risk"
18,3,"Business","Graduate","Not Working",1.08,6,0,1,"None",NA,10175,"Delayed",15,2,NA,154,"Apartment",1.2,"Medium Risk"
20,2,"Engineering","Undergraduate",NA,1.63,17,0,0,"None",33829,11600,"Current",12,1,5,79,"Home",3.2,"Medium Risk"
23,2,"Engineering","Undergraduate","Working",1.88,9,3,0,"None",55955,10313,"Current",18,0,3,45,"Apartment",0.9,"Medium Risk"
22,2,"Science","Undergraduate","Not Working",1.59,15,0,0,"None",NA,12585,NA,13,0,4,164,"Dormitory",1.2,"Medium Risk"
21,6,"Science","Undergraduate","Working",2.93,11,0,0,"None",8113,14338,NA,8,0,7,299,"Dormitory",0.4,"Low Risk"
20,1,"Business","Undergraduate","Not Working",2.89,14,0,0,"None",120907,9613,"Current",0,3,7,5,"Home",0.5,"Low Risk"
27,3,"Engineering","Undergraduate","Working",2.05,14,0,1,"None",27645,11287,"Delayed",13,2,8,37,"Apartment",0.5,"Low Risk"
20,1,"Science","Undergraduate","Not Working",2,19,4,2,"None",106294,14677,"Current",7,0,4,5,"Home",0.5,"Medium Risk"
22,5,"Engineering","Graduate",NA,1.78,7,0,0,"None",21242,10984,NA,12,2,5,71,"Home",2.8,"High Risk"
19,1,"Liberal Arts","Undergraduate","Not Working",2.04,14,2,0,"None",103043,12586,"Current",0,3,0,15,"Home",0.6,"Medium Risk"
23,1,"Medicine","Undergraduate","Not Working",2.8,19,0,0,"None",84330,17309,"Current",6,2,5,402,"Apartment",0.6,"Low Risk"
24,4,"Liberal Arts","Undergraduate","Not Working",0.71,16,0,1,"None",NA,7851,NA,8,3,2,14,"Home",0.6,"Medium Risk"
22,3,"Business","Undergraduate",NA,3.8,15,0,0,"Partial",15611,12639,NA,2,3,8,88,"Home",3.5,"Low Risk"
21,1,"Business","Undergraduate","Not Working",2.22,21,1,1,"None",NA,12416,NA,4,5,4,53,"Apartment",0.9,"Medium Risk"
19,1,"Business","Undergraduate","Not Working",2.75,20,1,0,"None",NA,12537,NA,1,3,3,121,"Dormitory",0.6,"Low Risk"
18,5,"Liberal Arts","Undergraduate",NA,1.11,12,1,0,"None",NA,6362,NA,15,2,NA,192,"Apartment",1.3,"High Risk"
18,4,"Science","Undergraduate","Not Working",2.29,16,0,0,"None",85788,12495,"Current",7,1,7,61,"Home",2.4,"Low Risk"
22,4,"Engineering","Graduate","Not Working",4,12,0,0,"Partial",59494,10257,"Current",0,2,11,271,"Apartment",0.3,"Low Risk"
20,5,"Engineering","Undergraduate","Not Working",4,21,0,0,"Partial",20443,12498,"Current",0,3,10,5,"Home",0.5,"Low Risk"
21,1,"Business","Undergraduate",NA,1.65,14,2,1,"None",25466,8275,"Delayed",16,0,2,83,"Home",3.3,"Medium Risk"
20,3,"Engineering","Graduate","Not Working",3.2,10,0,0,"Partial",47704,15549,"Current",7,2,6,71,"Home",2.8,"Low Risk"
25,4,"Business","Graduate","Working",2.4,12,0,0,"None",46814,9394,"Current",18,0,3,70,"Home",2.8,"Low Risk"
18,2,"Business","Graduate","Working",2.65,15,1,0,"Full",100553,14645,"Current",20,0,5,96,"Home",3.8,"Medium Risk"
20,3,"Medicine","Graduate","Not Working",2.7,6,0,0,"Full",33587,14405,"Current",2,5,7,330,"Apartment",1.1,"Low Risk"
24,3,"Liberal Arts","Undergraduate","Not Working",3.3,20,0,0,"None",30490,9516,"Delayed",0,4,NA,18,"Home",0.7,"Low Risk"
22,2,"Liberal Arts","Graduate","Not Working",4,6,0,0,"Partial",7153,6824,"Delayed",0,3,9,106,"Dormitory",0.2,"Low Risk"
24,1,"Liberal Arts","Undergraduate",NA,2.05,18,0,0,"None",NA,12034,NA,2,3,3,8,"Home",0.5,"Low Risk"
23,5,"Engineering","Undergraduate",NA,1.07,12,1,3,"None",8433,13467,"Delayed",10,2,5,12,"Home",0.5,"High Risk"
21,1,"Science","Undergraduate","Not Working",1.94,20,1,0,"None",NA,9779,NA,6,2,3,63,"Apartment",0.8,"Low Risk"
21,1,"Science","Graduate","Not Working",3.37,11,0,0,"None",69866,11623,"Current",7,2,7,160,"Apartment",1,"Low Risk"
23,3,"Liberal Arts","Undergraduate","Not Working",1.25,17,3,2,"None",36637,11717,"Delayed",14,2,4,26,"Home",1,"Medium Risk"
19,1,"Engineering","Undergraduate","Working",2.4,11,1,0,"None",48031,14372,"Current",13,0,5,800,"Apartment",1,"Medium Risk"
25,2,"Science","Graduate","Working",2.67,12,0,0,"None",86006,14216,"Current",9,0,6,31,"Home",1.2,"Low Risk"
21,1,"Business","Undergraduate","Not Working",2.35,17,0,0,"None",64124,11408,"Current",2,2,7,13,"Home",0.5,"Low Risk"
23,3,"Medicine","Undergraduate","Working",2.86,14,0,0,"Partial",NA,16634,"Current",12,1,4,635,"Apartment",1.2,"Low Risk"
21,6,"Business","Undergraduate",NA,2.38,18,0,0,"None",33163,12686,"Delayed",2,3,5,9,"Home",0.5,"Low Risk"
21,4,"Medicine","Graduate","Not Working",3.09,12,1,0,"None",30937,16004,"Current",4,3,7,189,"Dormitory",0.8,"Low Risk"
25,2,"Science","Graduate",NA,1.25,10,4,0,"None",NA,8548,NA,3,1,5,101,"Dormitory",0.3,"High Risk"
20,3,"Engineering","Undergraduate","Not Working",1.96,18,0,0,"None",22559,11531,"Current",4,3,4,16,"Home",0.6,"Low Risk"
20,3,"Business","Undergraduate","Not Working",2.53,21,2,1,"None",NA,8988,NA,5,4,4,45,"Home",1.8,"Low Risk"
24,3,"Business","Graduate","Working",3.33,14,1,0,"Partial",45710,11396,"Current",10,1,6,163,"Dormitory",1.2,"Low Risk"
22,1,"Engineering","Undergraduate","Not Working",2.23,15,1,0,"None",55440,14788,"Current",0,3,6,26,"Home",1,"Low Risk"
18,3,"Engineering","Undergraduate","Working",2.15,11,0,0,"None",187450,10317,"Current",12,0,NA,475,"Apartment",1.5,"Low Risk"
24,3,"Science","Undergraduate","Not Working",3.84,18,0,0,"Partial",34828,10770,"Current",0,2,9,33,"Home",1.3,"Low Risk"
20,2,"Medicine","Graduate","Working",1.63,14,2,0,"None",29040,14283,NA,12,1,2,31,"Home",1.2,"Medium Risk"
21,2,"Engineering","Graduate","Working",2.44,12,0,0,"None",29661,9655,NA,8,2,7,224,"Dormitory",1,"Low Risk"
19,1,"Liberal Arts","Undergraduate","Not Working",1.81,18,0,0,"None",45678,9369,"Current",5,3,2,143,"Apartment",1.3,"Medium Risk"
20,1,"Engineering","Undergraduate","Working",2.41,10,2,0,"None",91225,13810,"Current",7,0,6,25,"Home",1,"Low Risk"
20,4,"Science","Undergraduate","Not Working",1.87,16,1,0,"None",13228,13443,"Delayed",10,3,4,289,"Dormitory",1.4,"Medium Risk"
18,4,"Business","Undergraduate","Not Working",1.75,12,1,0,"None",161255,10645,"Current",6,2,NA,23,"Home",0.9,"Medium Risk"
22,5,"Business","Undergraduate","Working",3.36,13,1,0,"Partial",41332,10871,"Current",10,0,NA,48,"Apartment",0.8,"Low Risk"
18,1,"Business","Graduate","Not Working",2.43,10,0,0,"None",51673,13559,NA,8,2,2,214,"Apartment",0.7,"Low Risk"
22,3,"Business","Graduate","Working",2.55,14,0,0,"None",73922,9335,"Current",14,1,3,19,"Home",0.8,"Low Risk"
22,2,"Science","Graduate","Not Working",2.42,6,1,0,"None",13819,14858,NA,4,2,7,304,"Dormitory",0.5,"Medium Risk"
19,1,"Liberal Arts","Undergraduate","Not Working",1.86,17,1,2,"None",61569,9135,"Current",5,3,4,727,"Apartment",0.7,"Medium Risk"
19,2,"Business","Undergraduate","Not Working",3.01,17,0,0,"None",115538,15038,NA,0,5,6,334,"Apartment",1,"Low Risk"
20,2,"Business","Undergraduate","Not Working",2.34,15,0,0,"None",39385,11740,NA,2,1,7,9,"Home",0.5,"Low Risk"
24,2,"Liberal Arts","Undergraduate","Not Working",2.24,14,0,0,"None",72398,11646,"Current",0,3,NA,800,"Apartment",1.3,"Low Risk"
27,1,"Engineering","Undergraduate","Not Working",2.99,16,1,0,"None",40341,10712,"Current",5,5,5,102,"Apartment",1,"Low Risk"
20,3,"Engineering","Undergraduate","Not Working",1.55,15,3,1,"None",37978,12568,"Current",12,1,4,56,"Home",2.2,"Medium Risk"
21,1,"Business","Undergraduate","Not Working",1.84,12,0,0,"None",8972,11634,"Delayed",5,4,4,18,"Home",0.7,"Medium Risk"
20,5,"Business","Undergraduate","Not Working",2.24,18,0,0,"None",4272,12990,"Delayed",1,4,4,21,"Home",0.8,"Low Risk"
21,4,"Liberal Arts","Undergraduate",NA,1.33,18,1,3,"None",52266,11738,NA,8,1,2,800,"Dormitory",0.9,"Medium Risk"
21,6,"Business","Undergraduate","Not Working",2.37,12,1,0,"None",51384,10850,"Current",6,2,4,59,"Home",2.4,"Low Risk"
19,2,"Liberal Arts","Undergraduate","Not Working",2.36,15,0,0,"None",21355,10617,"Delayed",1,3,5,25,"Home",1,"Low Risk"
23,5,"Science","Undergraduate","Not Working",2.83,17,0,0,"None",119511,9938,"Current",2,4,NA,12,"Home",0.5,"Low Risk"
20,1,"Medicine","Undergraduate","Not Working",1.2,12,1,0,"None",NA,14570,NA,8,3,3,51,"Home",2,"Medium Risk"
18,1,"Engineering","Undergraduate","Not Working",3.14,12,0,1,"None",108781,11435,"Current",3,2,NA,24,"Home",1,"Low Risk"
20,1,"Business","Undergraduate","Not Working",2.98,14,0,0,"Partial",18501,11243,"Current",9,3,NA,70,"Home",2.8,"Low Risk"
25,1,"Liberal Arts","Graduate","Working",1.62,10,1,0,"None",NA,7111,NA,26,0,4,97,"Home",3.9,"High Risk"
20,3,"Business","Undergraduate","Not Working",2.56,18,0,0,"Partial",NA,12435,NA,5,3,5,231,"Apartment",1.4,"Low Risk"
21,5,"Science","Undergraduate","Not Working",1.95,20,2,0,"None",15756,13059,"Delayed",8,4,6,33,"Home",1.3,"Medium Risk"
22,3,"Liberal Arts","Graduate",NA,1.92,8,0,0,"None",NA,8373,"Current",6,5,2,65,"Apartment",1,"Medium Risk"
21,4,"Business","Undergraduate","Not Working",2.21,16,1,0,"None",NA,11659,NA,3,4,4,35,"Home",1.4,"Low Risk"
21,1,"Engineering","Undergraduate","Working",1.49,15,2,1,"None",42345,9891,"Current",19,1,4,58,"Home",2.3,"Medium Risk"
21,2,"Engineering","Undergraduate","Working",1.6,14,2,2,"None",NA,13454,"Delayed",16,0,NA,71,"Home",2.8,"Medium Risk"
25,2,"Science","Undergraduate","Not Working",3.01,15,1,0,"None",42162,11768,NA,3,2,9,15,"Home",0.6,"Low Risk"
23,6,"Science","Undergraduate",NA,1.79,10,4,0,"None",27031,12757,NA,14,0,4,25,"Home",1,"High Risk"
23,1,"Engineering","Undergraduate","Not Working",3.49,12,0,0,"None",90785,14495,"Current",3,3,7,59,"Home",2.4,"Low Risk"
19,1,"Engineering","Undergraduate","Not Working",2.99,15,0,0,"None",77802,10930,NA,0,3,6,13,"Home",0.5,"Low Risk"
25,3,"Engineering","Graduate","Working",1.63,12,0,1,"None",57518,8739,"Current",13,0,NA,305,"Dormitory",1,"Medium Risk"
20,2,"Business","Undergraduate","Not Working",2.48,14,1,0,"None",14299,9405,"Delayed",8,0,5,327,"Dormitory",0.8,"Medium Risk"
22,2,"Medicine","Undergraduate","Not Working",2.14,13,1,0,"None",15079,15684,NA,5,3,6,24,"Home",1,"Low Risk"
20,4,"Liberal Arts","Undergraduate","Working",1.9,12,1,1,"None",51341,7827,"Current",17,0,6,35,"Apartment",0.8,"Low Risk"
22,1,"Business","Undergraduate","Not Working",1.84,20,0,0,"None",NA,10917,NA,3,2,2,35,"Apartment",0.6,"Medium Risk"
24,3,"Business","Undergraduate","Working",2.5,12,1,0,"None",83904,8187,"Current",17,0,4,23,"Home",0.9,"Low Risk"
19,2,"Business","Undergraduate",NA,2.89,12,1,0,"None",13911,5000,NA,0,2,5,18,"Home",0.7,"Low Risk"
24,2,"Science","Undergraduate","Not Working",1.42,21,3,1,"None",69667,18547,NA,9,2,NA,28,"Home",1.1,"Medium Risk"
21,5,"Liberal Arts","Undergraduate","Working",0,12,2,4,"None",NA,9480,NA,26,0,NA,123,"Dormitory",0.5,"High Risk"
19,2,"Engineering","Undergraduate","Not Working",3.18,19,0,0,"None",NA,13921,NA,0,2,9,36,"Apartment",1.4,"Low Risk"
22,3,"Business","Undergraduate","Working",2.98,13,0,0,"None",NA,11940,NA,12,0,6,77,"Home",3.1,"Low Risk"
21,3,"Engineering","Undergraduate","Not Working",1.9,16,0,1,"None",31613,9356,NA,5,1,NA,577,"Apartment",0.3,"Low Risk"
20,3,"Liberal Arts","Undergraduate","Not Working",2.56,14,0,0,"None",77042,13538,"Current",4,2,2,41,"Apartment",0.5,"Low Risk"
18,4,"Science","Undergraduate","Working",1.26,15,1,0,"None",17129,13260,"Delayed",23,0,5,800,"Dormitory",1.3,"Medium Risk"
22,2,"Science","Graduate","Not Working",0.81,6,5,0,"None",45933,14401,NA,13,2,NA,83,"Apartment",0.3,"High Risk"
26,5,"Engineering","Undergraduate","Not Working",3.45,16,0,0,"Partial",30062,12730,"Current",0,4,NA,264,"Apartment",0.6,"Low Risk"
18,5,"Liberal Arts","Undergraduate",NA,1.26,13,2,2,"None",NA,9742,NA,13,0,2,31,"Home",1.2,"High Risk"
18,2,"Business","Undergraduate","Not Working",2.36,13,0,0,"None",49269,8548,"Current",0,2,3,23,"Home",0.9,"Low Risk"
24,4,"Medicine","Undergraduate","Working",2.54,13,1,0,"None",49520,14535,"Current",18,1,5,496,"Apartment",0.4,"Low Risk"
22,3,"Engineering","Undergraduate","Not Working",3.34,21,0,0,"Full",14746,12666,"Current",3,3,7,24,"Home",1,"Low Risk"
18,1,"Liberal Arts","Graduate","Not Working",3.21,12,0,0,"Full",25146,8138,NA,1,3,6,105,"Dormitory",1.3,"Low Risk"
22,2,"Science","Undergraduate",NA,1.49,14,1,1,"None",12959,12983,NA,8,1,4,23,"Home",0.9,"Medium Risk"
20,2,"Business","Undergraduate","Not Working",1.6,13,1,0,"None",30201,11314,"Current",14,1,4,66,"Home",2.6,"Medium Risk"
23,2,"Science","Undergraduate","Working",2,12,0,0,"None",89419,10557,"Current",12,0,5,26,"Home",1,"Medium Risk"
20,1,"Business","Undergraduate","Not Working",0.71,16,4,2,"None",23528,11681,NA,13,4,2,205,"Dormitory",0.8,"High Risk"
25,2,"Business","Graduate","Working",1.44,14,0,1,"None",38591,10038,"Delayed",15,1,3,43,"Apartment",1.1,"Medium Risk"
20,4,"Science","Undergraduate","Not Working",1.82,15,2,0,"None",47621,9535,"Current",11,2,4,113,"Apartment",0.9,"Medium Risk"
20,2,"Business","Undergraduate","Not Working",3.19,12,0,0,"None",87175,14017,"Current",0,1,7,800,"Dormitory",0.3,"Low Risk"
21,4,"Liberal Arts","Graduate","Not Working",3.43,11,0,0,"Full",26591,13567,"Current",0,3,NA,55,"Home",2.2,"Low Risk"
21,2,"Science","Undergraduate",NA,1.77,12,2,1,"None",27020,13219,"Delayed",6,2,5,15,"Home",0.6,"Medium Risk"
20,4,"Medicine","Graduate","Not Working",3.42,7,0,0,"None",10355,15327,NA,1,2,7,800,"Dormitory",0.5,"Low Risk"
20,5,"Liberal Arts","Undergraduate","Not Working",1.87,15,0,0,"None",120989,12401,"Current",2,2,2,15,"Home",0.6,"Medium Risk"
22,3,"Engineering","Undergraduate",NA,1.5,19,2,0,"None",42738,12586,NA,14,0,6,107,"Apartment",0.8,"Medium Risk"
23,5,"Science","Undergraduate","Working",2.17,12,1,0,"Partial",NA,16285,NA,20,2,7,119,"Dormitory",1.4,"Medium Risk"
21,1,"Medicine","Graduate","Not Working",2.75,12,0,0,"None",6759,18495,"Current",0,3,5,126,"Dormitory",1,"Low Risk"
21,1,"Science","Graduate","Working",2.64,10,1,0,"None",NA,9627,NA,14,0,NA,110,"Apartment",1.2,"Low Risk"
18,1,"Science","Undergraduate","Not Working",2.76,14,0,0,"None",55540,12178,"Current",0,3,8,132,"Apartment",0.9,"Low Risk"
21,6,"Engineering","Undergraduate","Not Working",2.84,13,0,0,"None",90549,12088,"Current",1,5,5,5,"Home",0.5,"Low Risk"
18,4,"Business","Undergraduate","Working",2.48,10,1,1,"None",35522,10149,"Delayed",19,1,5,20,"Home",0.8,"Low Risk"
21,1,"Science","Undergraduate","Not Working",2.24,20,1,0,"None",51791,10285,"Current",5,2,NA,47,"Home",1.9,"Low Risk"
22,2,"Science","Undergraduate","Not Working",2.04,15,1,0,"None",21173,10920,"Current",9,2,6,111,"Dormitory",0.8,"Low Risk"
24,2,"Science","Undergraduate","Not Working",3.31,13,0,0,"None",23489,12463,"Current",1,3,7,81,"Apartment",0.6,"Low Risk"
25,1,"Business","Graduate","Working",2.24,9,1,1,"None",48993,9646,"Current",18,0,NA,571,"Apartment",0.4,"Medium Risk"
22,3,"Engineering","Graduate","Working",1.43,11,3,1,"Partial",NA,10631,"Delayed",18,0,4,130,"Dormitory",0.9,"High Risk"
20,1,"Liberal Arts","Undergraduate","Not Working",3.28,21,0,0,"None",204951,9968,"Current",1,3,3,800,"Dormitory",0.8,"Low Risk"
24,1,"Business","Undergraduate","Not Working",1.54,15,0,0,"None",26311,7904,"Delayed",13,2,5,40,"Home",1.6,"Medium Risk"
23,3,"Liberal Arts","Undergraduate","Not Working",3.73,12,0,0,"Partial",27200,10041,"Current",1,3,10,35,"Home",1.4,"Low Risk"
22,1,"Liberal Arts","Undergraduate","Not Working",2.28,21,1,0,"None",9579,11007,"Delayed",5,3,3,20,"Home",0.8,"Low Risk"
21,2,"Business","Undergraduate","Not Working",3.11,16,0,0,"None",44516,8922,"Current",1,4,3,5,"Home",0.5,"Low Risk"
24,1,"Business","Graduate","Not Working",3.62,10,0,0,"Partial",NA,12248,"Delayed",0,3,3,41,"Apartment",0.3,"Low Risk"
23,1,"Business","Undergraduate","Not Working",3.47,16,0,0,"Full",9223,11489,"Current",2,4,6,50,"Apartment",0.3,"Low Risk"
19,5,"Science","Undergraduate",NA,0.75,13,2,3,"None",36695,9221,NA,19,0,3,800,"Dormitory",0.8,"High Risk"
22,6,"Liberal Arts","Undergraduate","Working",1.21,13,2,1,"None",NA,8047,NA,18,0,NA,168,"Apartment",0.4,"Medium Risk"
27,2,"Liberal Arts","Graduate","Working",1.88,12,2,2,"None",9385,11543,NA,9,1,2,231,"Dormitory",1.2,"High Risk"
21,2,"Liberal Arts","Graduate","Not Working",2.61,12,0,0,"Full",NA,8325,"Current",6,3,6,263,"Dormitory",1.1,"Low Risk"
20,3,"Business","Undergraduate","Not Working",2.69,15,1,0,"None",10475,9767,NA,1,2,8,13,"Home",0.5,"Low Risk"
22,2,"Science","Graduate","Not Working",4,7,0,0,"Partial",34553,15357,"Current",0,4,8,156,"Apartment",0.5,"Low Risk"
24,4,"Engineering","Graduate","Not Working",4,11,0,0,"None",62552,11537,"Delayed",0,4,10,231,"Apartment",0.2,"Low Risk"
18,1,"Business","Undergraduate","Not Working",1.92,17,0,2,"None",36153,9809,"Delayed",10,3,7,117,"Apartment",0.7,"Medium Risk"
25,2,"Business","Undergraduate",NA,2.18,12,0,0,"None",NA,8115,NA,7,0,2,5,"Home",0.5,"Low Risk"
21,4,"Business","Undergraduate","Not Working",2.6,19,1,0,"None",71625,8697,"Current",8,2,3,54,"Home",2.2,"Low Risk"
21,2,"Science","Undergraduate",NA,1.22,17,2,1,"None",13760,14105,"Current",17,3,3,70,"Home",2.8,"Medium Risk"
24,3,"Science","Graduate","Working",4,9,0,0,"None",15110,11440,"Delayed",11,1,11,187,"Dormitory",1.2,"Low Risk"
20,2,"Liberal Arts","Undergraduate","Not Working",2.03,17,1,1,"None",52260,12332,"Current",3,3,4,7,"Home",0.5,"Low Risk"
24,2,"Engineering","Graduate","Working",2.45,10,0,0,"None",NA,12378,NA,11,0,7,138,"Dormitory",0.8,"Low Risk"
23,2,"Liberal Arts","Graduate","Not Working",3.34,11,0,0,"Partial",31032,10079,"Current",2,2,NA,27,"Home",1.1,"Low Risk"
24,3,"Liberal Arts","Graduate","Not Working",2.91,6,1,0,"None",11960,10135,NA,1,3,8,218,"Dormitory",1.3,"Low Risk"
21,1,"Science","Undergraduate",NA,1.96,18,1,0,"None",20346,11863,NA,12,3,4,288,"Dormitory",0.7,"Medium Risk"
21,3,"Science","Undergraduate","Not Working",1.71,17,0,0,"None",38865,10751,"Current",10,1,6,215,"Apartment",1,"Medium Risk"
18,2,"Business","Undergraduate","Not Working",3.13,19,0,0,"None",25886,8664,"Delayed",1,2,7,18,"Home",0.7,"Low Risk"
18,1,"Engineering","Undergraduate","Not Working",3.81,12,0,0,"Full",26672,8573,"Current",5,2,7,94,"Home",3.8,"Low Risk"
21,2,"Medicine","Undergraduate",NA,1.6,20,2,2,"None",NA,17954,NA,9,2,4,321,"Dormitory",0.9,"Medium Risk"
