"student.id","school.type","gender","location","ach","learn.style","study.hr","extra.act","extra.act.hr","self.esteem","social.skill","satisfac","sch.belong_ordinal","sch.absent","par.involv_ordinal","motiv_ordinal","acad.goal","time.manage1","time.manage2","acad.axiety1","acad.axiety2","acad.axiety3","acad.axiety4","acad.axiety5","teach.sup1","teach.sup2","teach.sup3","teach.sup4","teach.sup5","lrn.environ1","lrn.environ2","lrn.environ3","lrn.environ4","lrn.environ5"
416,"Private","หญิง","ภาคเหนือ",12.015479213364149,"เรียนผ่านการอ่าน-เขียน",0.8,"กีฬา",4.1,0.5,4.7,3,"1",17,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",7.8,0.2,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
417,"Private","หญิง","ภาคใต้",68.90610958335574,"เรียนผ่านการอ่าน-เขียน",5.6,"ชมรมวิชาการ",2,12.5,11.5,3,"5",5,"3","5","เพื่อศึกษาต่อในประเทศ",11.8,13.5,"2","3","3","3","3","4","5","4","4","5","2","3","3","2","1"
418,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",61.27782905950801,"เรียนผ่านการลงมือทำ",2.6,"กีฬา",2.3,7.8,12.2,5,"3",13,"1","5","เพื่อศึกษาต่อในประเทศ",11,7.7,"4","4","5","4","4","3","4","5","5","3","3","4","3","3","5"
419,"Private","หญิง","ภาคเหนือ",61.90983145719675,"เรียนผ่านการลงมือทำ",2.8,"กีฬา",2.9,5.9,11.2,4,"3",15,"3","5","เพื่อศึกษาต่อในประเทศ",11.4,7.3,"3","3","3","3","3","3","4","3","3","3","3","3","3","4","3"
420,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",23.871472823580618,"เรียนผ่านการลงมือทำ",3.4,"กีฬา",1.2,7,4.6,3,"3",16,"1","1","เพื่อศึกษาต่อในต่างประเทศ",12.2,0.2,"3","3","2","3","3","3","3","2","3","3","3","2","3","3","3"
421,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",70.10513113407755,"เรียนผ่านการลงมือทำ",6.3,"ศิลปะ",0.3,12.2,10,4,"3",7,"4","3","เพื่อศึกษาต่อในประเทศ",12.5,15.9,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
422,"Private","หญิง","ภาคกลาง",36.730581591046786,"เรียนผ่านการอ่าน-เขียน",2.5,"กีฬา",2.6,5.4,8.6,3,"3",12,"3","1","เพื่อศึกษาต่อในประเทศ",7.6,4.4,"3","3","2","3","3","1","1","3","3","2","3","3","3","3","3"
423,"Public","หญิง","ภาคใต้",44.083847246947386,"เรียนผ่านการลงมือทำ",8.4,"ชมรมวิชาการ",1.2,8.7,9.3,2,"3",12,"3","1","เพื่อศึกษาต่อในประเทศ",14.2,10.1,"3","3","1","2","3","3","2","1","2","1","2","2","3","3","2"
424,"Private","หญิง","ภาคเหนือ",56.01259176388264,"เรียนผ่านการลงมือทำ",4.3,"ศิลปะ",0.7,4.8,10.2,3,"3",12,"3","5","เพื่อศึกษาต่อในประเทศ",12.5,9.4,"3","3","2","2","3","3","3","4","3","3","3","3","2","3","2"
425,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",63.79963170567714,"เรียนผ่านการอ่าน-เขียน",2.3,"ชมรมวิชาการ",2.9,3.7,12.5,4,"5",8,"3","5","เพื่อศึกษาต่อในประเทศ",9.9,11,"3","3","3","3","3","3","4","3","3","3","4","3","3","4","3"
426,"Public","ชาย","ภาคกลาง",55.69918589976842,"เรียนผ่านการฟัง",7.9,"ศิลปะ",1.9,0.5,6.6,3,"5",9,"3","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",9.4,6,"3","3","3","3","3","2","2","1","1","1","3","3","3","3","3"
427,"Private","ชาย","ภาคกลาง",63.67228446046483,"เรียนผ่านการอ่าน-เขียน",6.5,"กีฬา",1.3,6.5,13.1,4,"4",6,"5","5","เพื่อศึกษาต่อในประเทศ",11.8,13.1,"3","3","3","3","3","3","4","3","3","3","3","4","5","4","3"
428,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",52.48283572811884,"เรียนผ่านการอ่าน-เขียน",0.6,"ชมรมวิชาการ",2.5,1.7,8.7,4,"3",9,"1","4","เพื่อศึกษาต่อในประเทศ",13.6,9.8,"3","3","3","3","3","5","5","4","5","3","3","3","4","3","3"
429,"Private","ชาย","ภาคเหนือ",51.14854238810388,"เรียนผ่านการลงมือทำ",6.9,"กีฬา",2.3,6.3,10.1,3,"2",9,"3","3","เพื่อศึกษาต่อในประเทศ",8.6,6.1,"2","3","3","3","3","3","3","3","3","3","3","3","4","3","3"
430,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",42.65000303798336,"เรียนผ่านการลงมือทำ",3.4,"กีฬา",1.7,3.9,7.1,2,"1",7,"2","1","เพื่อศึกษาต่อในประเทศ",12.1,10.4,"2","1","1","1","1","3","3","3","3","3","1","1","1","1","1"
431,"Private","ชาย","ภาคเหนือ",69.88383939308532,"เรียนผ่านการลงมือทำ",6.5,"กีฬา",2.4,5,13.3,4,"5",5,"5","5","เพื่อศึกษาต่อในประเทศ",14.4,16.6,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
432,"Private","ชาย","ภาคเหนือ",52.2744777653629,"เรียนผ่านการอ่าน-เขียน",6.2,"ชมรมวิชาการ",1.3,1.5,8.3,3,"3",10,"3","3","เพื่อศึกษาต่อในประเทศ",12.7,10.7,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","2"
433,"Private","ชาย","ภาคเหนือ",52.89880958763543,"เรียนผ่านการลงมือทำ",1.9,"ชมรมวิชาการ",3,8.2,9.5,5,"1",9,"2","2","เพื่อศึกษาต่อในประเทศ",12.2,9.5,"3","3","5","3","3","3","3","1","3","3","4","3","5","4","3"
434,"Private","ชาย","ภาคใต้",58.79032452170169,"เรียนผ่านการลงมือทำ",5.7,"กีฬา",0.6,10.4,8.4,4,"3",13,"3","2","เพื่อศึกษาต่อในประเทศ",14.4,10.5,"3","3","3","3","3","3","3","2","3","3","3","3","3","3","3"
435,"Private","ชาย","ภาคกลาง",21.051883230257047,"เรียนผ่านการลงมือทำ",2.3,"กีฬา",3.5,8.1,7.3,4,"3",12,"1","3","เพื่อศึกษาต่อในประเทศ",7.9,0.2,"4","4","3","4","3","3","3","3","3","3","3","4","3","3","3"
436,"Private","ชาย","ภาคใต้",57.99028525288807,"เรียนผ่านการลงมือทำ",3.8,"ชมรมวิชาการ",3.7,10.6,10.9,4,"3",10,"5","3","เพื่อศึกษาต่อในประเทศ",9,8.4,"3","3","3","3","4","3","2","2","3","3","3","4","4","3","3"
437,"Private","ชาย","ภาคเหนือ",54.341592207783485,"เรียนผ่านการลงมือทำ",0.7,"กีฬา",1.3,9.1,11.6,3,"5",6,"3","5","เพื่อศึกษาต่อในประเทศ",8.6,9,"3","3","3","3","3","3","4","3","3","3","3","3","3","2","3"
438,"Private","หญิง","ภาคกลาง",72.09704609806671,"เรียนผ่านการลงมือทำ",5.3,"กีฬา",2.5,12.5,14.8,4,"5",3,"5","5","เพื่อศึกษาต่อในประเทศ",8.7,15,"3","4","3","3","3","3","3","3","3","3","3","3","3","3","3"
439,"Private","หญิง","ภาคใต้",59.32045550713846,"เรียนผ่านการลงมือทำ",6.4,"กีฬา",4.7,6.4,12.4,4,"4",9,"3","3","เพื่อศึกษาต่อในประเทศ",8.3,8.2,"3","3","3","4","5","3","3","3","3","3","3","4","3","4","3"
440,"Private","หญิง","ภาคใต้",57.85190333851192,"เรียนผ่านการลงมือทำ",7.6,"ชมรมวิชาการ",1.6,11.8,11.8,4,"3",7,"4","5","เพื่อศึกษาต่อในประเทศ",8.2,10.9,"3","3","3","3","3","3","3","3","4","3","3","3","3","3","3"
441,"Public","หญิง","ภาคกลาง",35.1693762811789,"เรียนผ่านการลงมือทำ",3.8,"กีฬา",2.1,4.4,10.2,3,"5",13,"2","1","เพื่อศึกษาต่อในประเทศ",8.1,2.1,"3","3","3","3","3","2","3","3","3","3","3","3","3","3","3"
442,"Private","หญิง","ภาคใต้",64.69229616282018,"เรียนผ่านการอ่าน-เขียน",7.1,"ชมรมวิชาการ",3,8.5,11.9,3,"4",7,"4","5","เพื่อศึกษาต่อในประเทศ",12.6,15.8,"3","3","3","2","2","3","5","5","4","4","3","2","3","3","3"
443,"Public","หญิง","ภาคกลาง",54.83378584922798,"เรียนผ่านการลงมือทำ",10.7,"ศิลปะ",0.9,8.1,9.8,3,"3",13,"3","3","เพื่อศึกษาต่อในประเทศ",13.4,7.1,"3","3","3","2","3","3","3","3","3","2","3","3","3","3","3"
444,"Public","ชาย","ภาคใต้",20.686729910494552,"เรียนผ่านการลงมือทำ",3.7,"กีฬา",3.3,5.9,6.8,2,"1",10,"1","1","ยังไม่มีเป้าหมายชัดเจน",12.6,6.1,"2","3","3","3","3","1","2","3","3","3","3","1","3","3","3"
445,"Private","ชาย","ภาคเหนือ",44.75955211004796,"เรียนผ่านการอ่าน-เขียน",2.5,"ชมรมวิชาการ",2.5,2.8,9.7,4,"3",11,"3","2","เพื่อศึกษาต่อในประเทศ",11.8,9.2,"3","3","3","3","3","3","3","3","2","3","3","3","3","3","3"
446,"Public","ชาย","ภาคเหนือ",59.94099328332881,"เรียนผ่านการลงมือทำ",9.9,"กีฬา",1.5,9.9,10.1,3,"4",12,"3","5","เพื่อศึกษาต่อในประเทศ",11.6,7.9,"3","3","3","3","3","5","4","5","3","3","2","3","3","3","3"
447,"Public","ชาย","ภาคใต้",29.80397433174141,"เรียนผ่านการลงมือทำ",5.1,"กีฬา",1.1,4.7,6.1,2,"1",10,"3","1","เพื่อศึกษาต่อในประเทศ",9.1,5.6,"2","3","3","2","3","3","3","3","3","2","2","2","3","1","2"
448,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",59.24441477315289,"เรียนผ่านการอ่าน-เขียน",8.5,"ชมรมวิชาการ",0.4,4.1,12.8,4,"4",7,"3","3","เพื่อศึกษาต่อในประเทศ",8.4,10.9,"3","3","3","3","3","4","3","3","3","3","3","3","3","3","3"
449,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",25.692753002483883,"เรียนผ่านการฟัง",4.1,"กีฬา",2,0.2,5.7,2,"3",17,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",13.4,3.8,"2","3","3","3","2","2","3","3","2","3","3","3","2","3","3"
450,"Public","หญิง","ภาคกลาง",41.0698632392879,"เรียนผ่านการลงมือทำ",6.5,"กีฬา",2,9.4,7.3,3,"3",10,"3","3","เพื่อศึกษาต่อในต่างประเทศ",7.6,5.4,"3","3","3","2","3","3","3","3","3","3","3","3","2","3","3"
451,"Public","ชาย","ภาคเหนือ",64.85325947425237,"เรียนผ่านการลงมือทำ",8.8,"กีฬา",1.9,8.4,9.6,1,"4",7,"4","1","เพื่อศึกษาต่อในประเทศ",12.6,11.7,"1","1","1","1","1","3","3","2","2","2","3","3","1","1","1"
452,"Public","หญิง","ภาคใต้",44.157091842715296,"เรียนผ่านการฟัง",9.5,"ศิลปะ",0.4,5.1,8,1,"3",5,"3","3","เพื่อศึกษาต่อในประเทศ",9.1,10.1,"3","2","2","1","2","3","3","3","3","3","1","1","2","1","1"
453,"Private","หญิง","ภาคใต้",49.94773128283905,"เรียนผ่านการอ่าน-เขียน",8.2,"ชมรมวิชาการ",0.7,6.3,9.9,4,"3",4,"4","1","เพื่อศึกษาต่อในต่างประเทศ",8.8,11.6,"3","3","3","1","3","2","2","3","1","3","3","3","2","3","3"
454,"Public","ชาย","ภาคเหนือ",40.969209406853395,"เรียนผ่านการลงมือทำ",4.1,"ชมรมวิชาการ",4,1.9,4.4,2,"1",15,"1","1","เพื่อสำเร็จการศึกษาขั้นพื้นฐาน",14.1,3.1,"3","3","2","1","1","2","3","3","3","3","2","3","1","1","1"
455,"Private","ชาย","ภาคตะวันออกเฉียงเหนือ",35.59318714293874,"เรียนผ่านการอ่าน-เขียน",4.5,"ชมรมวิชาการ",0.6,4.5,8.2,4,"2",11,"2","2","เพื่อศึกษาต่อในประเทศ",5.9,2,"3","4","3","3","5","3","3","3","3","3","3","3","3","4","3"
456,"Private","หญิง","ภาคตะวันออกเฉียงเหนือ",32.41190298938316,"เรียนผ่านการฟัง",0.9,"ศิลปะ",2.9,5.1,7.5,4,"3",13,"2","1","เพื่อศึกษาต่อในประเทศ",11.9,5.8,"3","3","3","3","3","3","3","3","3","3","3","3","3","3","3"
457,"Public","หญิง","ภาคตะวันออกเฉียงเหนือ",38.59286756526614,"เรียนผ่านการลงมือทำ",9.2,"ชมรมวิชาการ",1.6,3.5,9.8,2,"1",14,"3","1","เพื่อศึกษาต่อในประเทศ",13.7,9.8,"1","2","3","1","3","3","3","3","3","3","2","2","3","3","3"
